date,fips_x,county,POSITIVE
2020-01-24,029,Kern County,0.0
2020-01-24,011,Colusa County,0.0
2020-01-24,015,Del Norte County,0.0
2020-01-24,049,Modoc County,0.0
2020-01-24,019,Fresno County,0.0
2020-01-24,039,Madera County,0.0
2020-01-24,085,Santa Clara County,0.0
2020-01-24,103,Tehama County,0.0
2020-01-24,077,San Joaquin County,0.0
2020-01-24,001,Alameda County,0.0
2020-01-24,057,Nevada County,0.0
2020-01-24,007,Butte County,0.0
2020-01-24,047,Merced County,0.0
2020-01-24,107,Tulare County,0.0
2020-01-24,099,Stanislaus County,0.0
2020-01-24,059,Orange County,0.0
2020-01-24,025,Imperial County,0.0
2020-01-24,101,Sutter County,0.0
2020-01-24,005,Amador County,0.0
2020-01-24,033,Lake County,0.0
2020-01-24,063,Plumas County,0.0
2020-01-24,081,San Mateo County,0.0
2020-01-24,093,Siskiyou County,0.0
2020-01-24,087,Santa Cruz County,0.0
2020-01-24,021,Glenn County,0.0
2020-01-24,079,San Luis Obispo County,0.0
2020-01-25,091,Sierra County,0.0
2020-01-25,067,Sacramento County,0.0
2020-01-25,083,Santa Barbara County,0.0
2020-01-25,009,Calaveras County,0.0
2020-01-25,111,Ventura County,0.0
2020-01-25,037,Los Angeles County,0.0
2020-01-25,097,Sonoma County,0.0
2020-01-25,031,Kings County,0.0
2020-01-25,073,San Diego County,0.0
2020-01-25,061,Placer County,0.0
2020-01-25,075,San Francisco County,0.0
2020-01-25,041,Marin County,0.0
2020-01-25,043,Mariposa County,0.0
2020-01-25,035,Lassen County,0.0
2020-01-25,055,Napa County,0.0
2020-01-25,089,Shasta County,0.0
2020-01-25,053,Monterey County,0.0
2020-01-25,105,Trinity County,0.0
2020-01-25,045,Mendocino County,0.0
2020-01-25,027,Inyo County,0.0
2020-01-25,051,Mono County,0.0
2020-01-25,109,Tuolumne County,0.0
2020-01-25,095,Solano County,0.0
2020-01-25,071,San Bernardino County,0.0
2020-01-25,013,Contra Costa County,0.0
2020-01-25,003,Alpine County,0.0
2020-01-25,017,El Dorado County,0.0
2020-01-25,113,Yolo County,0.0
2020-01-25,115,Yuba County,0.0
2020-01-25,069,San Benito County,0.0
2020-01-25,023,Humboldt County,0.0
2020-01-25,065,Riverside County,0.0
2020-01-25,029,Kern County,0.0
2020-01-25,011,Colusa County,0.0
2020-01-25,015,Del Norte County,0.0
2020-01-25,049,Modoc County,0.0
2020-01-25,019,Fresno County,0.0
2020-01-25,039,Madera County,0.0
2020-01-25,085,Santa Clara County,0.0
2020-01-25,103,Tehama County,0.0
2020-01-25,077,San Joaquin County,0.0
2020-01-25,001,Alameda County,0.0
2020-01-25,057,Nevada County,0.0
2020-01-25,007,Butte County,0.0
2020-01-25,047,Merced County,0.0
2020-01-25,107,Tulare County,0.0
2020-01-25,099,Stanislaus County,0.0
2020-01-25,059,Orange County,0.0
2020-01-25,025,Imperial County,0.0
2020-01-25,101,Sutter County,0.0
2020-01-25,005,Amador County,0.0
2020-01-25,033,Lake County,0.0
2020-01-25,063,Plumas County,0.0
2020-01-25,081,San Mateo County,0.0
2020-01-25,093,Siskiyou County,0.0
2020-01-25,087,Santa Cruz County,0.0
2020-01-25,021,Glenn County,0.0
2020-01-25,079,San Luis Obispo County,0.0
2020-01-26,091,Sierra County,0.0
2020-01-26,067,Sacramento County,0.0
2020-01-26,083,Santa Barbara County,0.0
2020-01-26,009,Calaveras County,0.0
2020-01-26,111,Ventura County,0.0
2020-01-26,037,Los Angeles County,0.0
2020-01-26,097,Sonoma County,0.0
2020-01-26,031,Kings County,0.0
2020-01-26,073,San Diego County,0.0
2020-01-26,061,Placer County,0.0
2020-01-26,075,San Francisco County,0.0
2020-01-26,041,Marin County,0.0
2020-01-26,043,Mariposa County,0.0
2020-01-26,035,Lassen County,0.0
2020-01-26,055,Napa County,0.0
2020-01-26,089,Shasta County,0.0
2020-01-26,053,Monterey County,0.0
2020-01-26,105,Trinity County,0.0
2020-01-26,045,Mendocino County,0.0
2020-01-26,027,Inyo County,0.0
2020-01-26,051,Mono County,0.0
2020-01-26,109,Tuolumne County,0.0
2020-01-26,095,Solano County,0.0
2020-01-26,071,San Bernardino County,0.0
2020-01-26,013,Contra Costa County,0.0
2020-01-26,003,Alpine County,0.0
2020-01-26,017,El Dorado County,0.0
2020-01-26,113,Yolo County,0.0
2020-01-26,115,Yuba County,0.0
2020-01-26,069,San Benito County,0.0
2020-01-26,023,Humboldt County,0.0
2020-01-26,065,Riverside County,0.0
2020-01-26,029,Kern County,0.0
2020-01-26,011,Colusa County,0.0
2020-01-26,015,Del Norte County,0.0
2020-01-26,049,Modoc County,0.0
2020-01-26,019,Fresno County,0.0
2020-01-26,039,Madera County,0.0
2020-01-26,085,Santa Clara County,0.0
2020-01-26,103,Tehama County,0.0
2020-01-26,077,San Joaquin County,0.0
2020-01-26,001,Alameda County,0.0
2020-01-26,057,Nevada County,0.0
2020-01-26,007,Butte County,0.0
2020-01-26,047,Merced County,0.0
2020-01-26,107,Tulare County,0.0
2020-01-26,099,Stanislaus County,0.0
2020-01-26,059,Orange County,1.0
2020-01-26,025,Imperial County,0.0
2020-01-26,101,Sutter County,0.0
2020-01-26,005,Amador County,0.0
2020-01-26,033,Lake County,0.0
2020-01-26,063,Plumas County,0.0
2020-01-26,081,San Mateo County,0.0
2020-01-26,093,Siskiyou County,0.0
2020-01-26,087,Santa Cruz County,0.0
2020-01-26,021,Glenn County,0.0
2020-01-26,079,San Luis Obispo County,0.0
2020-01-27,091,Sierra County,0.0
2020-01-27,067,Sacramento County,0.0
2020-01-27,083,Santa Barbara County,0.0
2020-01-27,009,Calaveras County,0.0
2020-01-27,111,Ventura County,0.0
2020-01-27,037,Los Angeles County,0.0
2020-01-27,097,Sonoma County,0.0
2020-01-27,031,Kings County,0.0
2020-01-27,073,San Diego County,0.0
2020-01-27,061,Placer County,0.0
2020-01-27,075,San Francisco County,0.0
2020-01-27,041,Marin County,0.0
2020-01-27,043,Mariposa County,0.0
2020-01-27,035,Lassen County,0.0
2020-01-27,055,Napa County,0.0
2020-01-27,089,Shasta County,0.0
2020-01-27,053,Monterey County,0.0
2020-01-27,105,Trinity County,0.0
2020-01-27,045,Mendocino County,0.0
2020-01-27,027,Inyo County,0.0
2020-01-27,051,Mono County,0.0
2020-01-27,109,Tuolumne County,0.0
2020-01-27,095,Solano County,0.0
2020-01-27,071,San Bernardino County,0.0
2020-01-27,013,Contra Costa County,0.0
2020-01-27,003,Alpine County,0.0
2020-01-27,017,El Dorado County,0.0
2020-01-27,113,Yolo County,0.0
2020-01-27,115,Yuba County,0.0
2020-01-27,069,San Benito County,0.0
2020-01-27,023,Humboldt County,0.0
2020-01-27,065,Riverside County,0.0
2020-01-27,029,Kern County,0.0
2020-01-27,011,Colusa County,0.0
2020-01-27,015,Del Norte County,0.0
2020-01-27,049,Modoc County,0.0
2020-01-27,019,Fresno County,0.0
2020-01-27,039,Madera County,0.0
2020-01-27,085,Santa Clara County,0.0
2020-01-27,103,Tehama County,0.0
2020-01-27,077,San Joaquin County,0.0
2020-01-27,001,Alameda County,0.0
2020-01-27,057,Nevada County,0.0
2020-01-27,007,Butte County,0.0
2020-01-27,047,Merced County,0.0
2020-01-27,107,Tulare County,0.0
2020-01-27,099,Stanislaus County,0.0
2020-01-27,059,Orange County,0.0
2020-01-27,025,Imperial County,0.0
2020-01-27,101,Sutter County,0.0
2020-01-27,005,Amador County,0.0
2020-01-27,033,Lake County,0.0
2020-01-27,063,Plumas County,0.0
2020-01-27,081,San Mateo County,0.0
2020-01-27,093,Siskiyou County,0.0
2020-01-27,087,Santa Cruz County,0.0
2020-01-27,021,Glenn County,0.0
2020-01-27,079,San Luis Obispo County,0.0
2020-01-28,091,Sierra County,0.0
2020-01-28,067,Sacramento County,0.0
2020-01-28,083,Santa Barbara County,0.0
2020-01-28,009,Calaveras County,0.0
2020-01-28,111,Ventura County,0.0
2020-01-28,037,Los Angeles County,0.0
2020-01-28,097,Sonoma County,0.0
2020-01-28,031,Kings County,0.0
2020-01-28,073,San Diego County,0.0
2020-01-28,061,Placer County,0.0
2020-01-28,075,San Francisco County,0.0
2020-01-28,041,Marin County,0.0
2020-01-28,043,Mariposa County,0.0
2020-01-28,035,Lassen County,0.0
2020-01-28,055,Napa County,0.0
2020-01-28,089,Shasta County,0.0
2020-01-28,053,Monterey County,0.0
2020-01-28,105,Trinity County,0.0
2020-01-28,045,Mendocino County,0.0
2020-01-28,027,Inyo County,0.0
2020-01-28,051,Mono County,0.0
2020-01-28,109,Tuolumne County,0.0
2020-01-28,095,Solano County,0.0
2020-01-28,071,San Bernardino County,0.0
2020-01-28,013,Contra Costa County,0.0
2020-01-28,003,Alpine County,0.0
2020-01-28,017,El Dorado County,0.0
2020-01-28,113,Yolo County,0.0
2020-01-28,115,Yuba County,0.0
2020-01-28,069,San Benito County,0.0
2020-01-28,023,Humboldt County,0.0
2020-01-28,065,Riverside County,0.0
2020-01-28,029,Kern County,0.0
2020-01-28,011,Colusa County,0.0
2020-01-28,015,Del Norte County,0.0
2020-01-28,049,Modoc County,0.0
2020-01-28,019,Fresno County,0.0
2020-01-28,039,Madera County,0.0
2020-01-28,085,Santa Clara County,0.0
2020-01-28,103,Tehama County,0.0
2020-01-28,077,San Joaquin County,0.0
2020-01-28,001,Alameda County,0.0
2020-01-28,057,Nevada County,0.0
2020-01-28,007,Butte County,0.0
2020-01-28,047,Merced County,0.0
2020-01-28,107,Tulare County,0.0
2020-01-28,099,Stanislaus County,0.0
2020-01-28,059,Orange County,0.0
2020-01-28,025,Imperial County,0.0
2020-01-28,101,Sutter County,0.0
2020-01-28,005,Amador County,0.0
2020-01-28,033,Lake County,0.0
2020-01-28,063,Plumas County,0.0
2020-01-28,081,San Mateo County,0.0
2020-01-28,093,Siskiyou County,0.0
2020-01-28,087,Santa Cruz County,0.0
2020-01-28,021,Glenn County,0.0
2020-01-28,079,San Luis Obispo County,0.0
2020-01-29,091,Sierra County,0.0
2020-01-29,067,Sacramento County,0.0
2020-01-29,083,Santa Barbara County,0.0
2020-01-29,009,Calaveras County,0.0
2020-01-29,111,Ventura County,0.0
2020-01-29,037,Los Angeles County,0.0
2020-01-29,097,Sonoma County,0.0
2020-01-29,031,Kings County,0.0
2020-01-29,073,San Diego County,0.0
2020-01-29,061,Placer County,0.0
2020-01-29,075,San Francisco County,0.0
2020-01-29,041,Marin County,0.0
2020-01-29,043,Mariposa County,0.0
2020-01-29,035,Lassen County,0.0
2020-01-29,055,Napa County,0.0
2020-01-29,089,Shasta County,0.0
2020-01-29,053,Monterey County,0.0
2020-01-29,105,Trinity County,0.0
2020-01-29,045,Mendocino County,0.0
2020-01-29,027,Inyo County,0.0
2020-01-29,051,Mono County,0.0
2020-01-29,109,Tuolumne County,0.0
2020-01-29,095,Solano County,0.0
2020-01-29,071,San Bernardino County,0.0
2020-01-29,013,Contra Costa County,0.0
2020-01-29,003,Alpine County,0.0
2020-01-29,017,El Dorado County,0.0
2020-01-29,113,Yolo County,0.0
2020-01-29,115,Yuba County,0.0
2020-01-29,069,San Benito County,0.0
2020-01-29,023,Humboldt County,0.0
2020-01-29,065,Riverside County,0.0
2020-01-29,029,Kern County,0.0
2020-01-29,011,Colusa County,0.0
2020-01-29,015,Del Norte County,0.0
2020-01-29,049,Modoc County,0.0
2020-01-29,019,Fresno County,0.0
2020-01-29,039,Madera County,0.0
2020-01-29,085,Santa Clara County,0.0
2020-01-29,103,Tehama County,0.0
2020-01-29,077,San Joaquin County,0.0
2020-01-29,001,Alameda County,0.0
2020-01-29,057,Nevada County,0.0
2020-01-29,007,Butte County,0.0
2020-01-29,047,Merced County,0.0
2020-01-29,107,Tulare County,0.0
2020-01-29,099,Stanislaus County,0.0
2020-01-29,059,Orange County,0.0
2020-01-29,025,Imperial County,0.0
2020-01-29,101,Sutter County,0.0
2020-01-29,005,Amador County,0.0
2020-01-29,033,Lake County,0.0
2020-01-29,063,Plumas County,0.0
2020-01-29,081,San Mateo County,0.0
2020-01-29,093,Siskiyou County,0.0
2020-01-29,087,Santa Cruz County,0.0
2020-01-29,021,Glenn County,0.0
2020-01-29,079,San Luis Obispo County,0.0
2020-01-30,091,Sierra County,0.0
2020-01-30,067,Sacramento County,0.0
2020-01-30,083,Santa Barbara County,0.0
2020-01-30,009,Calaveras County,0.0
2020-01-30,111,Ventura County,0.0
2020-01-30,037,Los Angeles County,0.0
2020-01-30,097,Sonoma County,0.0
2020-01-30,031,Kings County,0.0
2020-01-30,073,San Diego County,0.0
2020-01-30,061,Placer County,0.0
2020-01-30,075,San Francisco County,0.0
2020-01-30,041,Marin County,0.0
2020-01-30,043,Mariposa County,0.0
2020-01-30,035,Lassen County,0.0
2020-01-30,055,Napa County,0.0
2020-01-30,089,Shasta County,0.0
2020-01-30,053,Monterey County,0.0
2020-01-30,105,Trinity County,0.0
2020-01-30,045,Mendocino County,0.0
2020-01-30,027,Inyo County,0.0
2020-01-30,051,Mono County,0.0
2020-01-30,109,Tuolumne County,0.0
2020-01-30,095,Solano County,0.0
2020-01-30,071,San Bernardino County,0.0
2020-01-30,013,Contra Costa County,0.0
2020-01-30,003,Alpine County,0.0
2020-01-30,017,El Dorado County,0.0
2020-01-30,113,Yolo County,0.0
2020-01-30,115,Yuba County,0.0
2020-01-30,069,San Benito County,0.0
2020-01-30,023,Humboldt County,0.0
2020-01-30,065,Riverside County,0.0
2020-01-30,029,Kern County,0.0
2020-01-30,011,Colusa County,0.0
2020-01-30,015,Del Norte County,0.0
2020-01-30,049,Modoc County,0.0
2020-01-30,019,Fresno County,0.0
2020-01-30,039,Madera County,0.0
2020-01-30,085,Santa Clara County,0.0
2020-01-30,103,Tehama County,0.0
2020-01-30,077,San Joaquin County,0.0
2020-01-30,001,Alameda County,0.0
2020-01-30,057,Nevada County,0.0
2020-01-30,007,Butte County,0.0
2020-01-30,047,Merced County,0.0
2020-01-30,107,Tulare County,0.0
2020-01-30,099,Stanislaus County,0.0
2020-01-30,059,Orange County,0.0
2020-01-30,025,Imperial County,0.0
2020-01-30,101,Sutter County,0.0
2020-01-30,005,Amador County,0.0
2020-01-30,033,Lake County,0.0
2020-01-30,063,Plumas County,0.0
2020-01-30,081,San Mateo County,0.0
2020-01-30,093,Siskiyou County,0.0
2020-01-30,087,Santa Cruz County,0.0
2020-01-30,021,Glenn County,0.0
2020-01-30,079,San Luis Obispo County,0.0
2020-01-31,091,Sierra County,0.0
2020-01-31,067,Sacramento County,0.0
2020-01-31,083,Santa Barbara County,0.0
2020-01-31,009,Calaveras County,0.0
2020-01-31,111,Ventura County,0.0
2020-01-31,037,Los Angeles County,0.0
2020-01-31,097,Sonoma County,0.0
2020-01-31,031,Kings County,0.0
2020-01-31,073,San Diego County,0.0
2020-01-31,061,Placer County,0.0
2020-01-31,075,San Francisco County,0.0
2020-01-31,041,Marin County,0.0
2020-01-31,043,Mariposa County,0.0
2020-01-31,035,Lassen County,0.0
2020-01-31,055,Napa County,0.0
2020-01-31,089,Shasta County,0.0
2020-01-31,053,Monterey County,0.0
2020-01-31,105,Trinity County,0.0
2020-01-31,045,Mendocino County,0.0
2020-01-31,027,Inyo County,0.0
2020-01-31,051,Mono County,0.0
2020-01-31,109,Tuolumne County,0.0
2020-01-31,095,Solano County,0.0
2020-01-31,071,San Bernardino County,0.0
2020-01-31,013,Contra Costa County,0.0
2020-01-31,003,Alpine County,0.0
2020-01-31,017,El Dorado County,0.0
2020-01-31,113,Yolo County,0.0
2020-01-31,115,Yuba County,0.0
2020-01-31,069,San Benito County,0.0
2020-01-31,023,Humboldt County,0.0
2020-01-31,065,Riverside County,0.0
2020-01-31,029,Kern County,0.0
2020-01-31,011,Colusa County,0.0
2020-01-31,015,Del Norte County,0.0
2020-01-31,049,Modoc County,0.0
2020-01-31,019,Fresno County,0.0
2020-01-31,039,Madera County,0.0
2020-01-31,085,Santa Clara County,0.0
2020-01-31,103,Tehama County,0.0
2020-01-31,077,San Joaquin County,0.0
2020-01-31,001,Alameda County,0.0
2020-01-31,057,Nevada County,0.0
2020-01-31,007,Butte County,0.0
2020-01-31,047,Merced County,0.0
2020-01-31,107,Tulare County,0.0
2020-01-31,099,Stanislaus County,0.0
2020-01-31,059,Orange County,0.0
2020-01-31,025,Imperial County,0.0
2020-01-31,101,Sutter County,0.0
2020-01-31,005,Amador County,0.0
2020-01-31,033,Lake County,0.0
2020-01-31,063,Plumas County,0.0
2020-01-31,081,San Mateo County,0.0
2020-01-31,093,Siskiyou County,0.0
2020-01-31,087,Santa Cruz County,0.0
2020-01-31,021,Glenn County,0.0
2020-01-31,079,San Luis Obispo County,0.0
2020-02-01,091,Sierra County,0.0
2020-02-01,067,Sacramento County,0.0
2020-02-01,083,Santa Barbara County,0.0
2020-02-01,009,Calaveras County,0.0
2020-02-01,111,Ventura County,0.0
2020-02-01,037,Los Angeles County,0.0
2020-02-01,097,Sonoma County,0.0
2020-02-01,031,Kings County,0.0
2020-02-01,073,San Diego County,0.0
2020-02-01,061,Placer County,0.0
2020-02-01,075,San Francisco County,0.0
2020-02-01,041,Marin County,0.0
2020-02-01,043,Mariposa County,0.0
2020-02-01,035,Lassen County,0.0
2020-02-01,055,Napa County,0.0
2020-02-01,089,Shasta County,0.0
2020-02-01,053,Monterey County,0.0
2020-02-01,105,Trinity County,0.0
2020-02-01,045,Mendocino County,0.0
2020-02-01,027,Inyo County,0.0
2020-02-01,051,Mono County,0.0
2020-02-01,109,Tuolumne County,0.0
2020-02-01,095,Solano County,0.0
2020-02-01,071,San Bernardino County,0.0
2020-02-01,013,Contra Costa County,0.0
2020-02-01,003,Alpine County,0.0
2020-02-01,017,El Dorado County,0.0
2020-02-01,113,Yolo County,0.0
2020-02-01,115,Yuba County,0.0
2020-02-01,069,San Benito County,0.0
2020-02-01,023,Humboldt County,0.0
2020-02-01,065,Riverside County,0.0
2020-02-01,029,Kern County,0.0
2020-02-01,011,Colusa County,0.0
2020-02-01,015,Del Norte County,0.0
2020-02-01,049,Modoc County,0.0
2020-02-01,019,Fresno County,0.0
2020-02-01,039,Madera County,0.0
2020-02-01,085,Santa Clara County,1.0
2020-02-01,103,Tehama County,0.0
2020-02-01,077,San Joaquin County,0.0
2020-02-01,001,Alameda County,0.0
2020-02-01,057,Nevada County,0.0
2020-02-01,007,Butte County,0.0
2020-02-01,047,Merced County,0.0
2020-02-01,107,Tulare County,0.0
2020-02-01,099,Stanislaus County,0.0
2020-02-01,059,Orange County,0.0
2020-02-01,025,Imperial County,0.0
2020-02-01,101,Sutter County,0.0
2020-02-01,005,Amador County,0.0
2020-02-01,033,Lake County,0.0
2020-02-01,063,Plumas County,0.0
2020-02-01,081,San Mateo County,0.0
2020-02-01,093,Siskiyou County,0.0
2020-02-01,087,Santa Cruz County,0.0
2020-02-01,021,Glenn County,0.0
2020-02-01,079,San Luis Obispo County,0.0
2020-02-02,091,Sierra County,0.0
2020-02-02,067,Sacramento County,0.0
2020-02-02,083,Santa Barbara County,0.0
2020-02-02,009,Calaveras County,0.0
2020-02-02,111,Ventura County,0.0
2020-02-02,037,Los Angeles County,0.0
2020-02-02,097,Sonoma County,0.0
2020-02-02,031,Kings County,0.0
2020-02-02,073,San Diego County,0.0
2020-02-02,061,Placer County,0.0
2020-02-02,075,San Francisco County,0.0
2020-02-02,041,Marin County,0.0
2020-02-02,043,Mariposa County,0.0
2020-02-02,035,Lassen County,0.0
2020-02-02,055,Napa County,0.0
2020-02-02,089,Shasta County,0.0
2020-02-02,053,Monterey County,0.0
2020-02-02,105,Trinity County,0.0
2020-02-02,045,Mendocino County,0.0
2020-02-02,027,Inyo County,0.0
2020-02-02,051,Mono County,0.0
2020-02-02,109,Tuolumne County,0.0
2020-02-02,095,Solano County,0.0
2020-02-02,071,San Bernardino County,0.0
