fips,county_name,state,date,cases,deaths,data_input_date,edited,local_pub_health_url,notes
06069,​San Benito,California,3/26/2020,12,1,3/26/2020 16:49:54,y,https://cosb.maps.arcgis.com/apps/opsdashboard/index.html#/1b049e2ea65043baafcf5361b5b07ddd,
06071,​San Bernardino,California,3/26/2020,55,3,3/26/2020 16:50:16,y,http://wp.sbcounty.gov/dph/coronavirus/,
06073,​San Diego,California,3/26/2020,341,3,3/26/2020 17:11:54,y,https://www.sandiegocounty.gov/content/sdc/hhsa/programs/phs/community_epidemiology/dc/2019-nCoV/status.html#Table,
06075,​San Francisco,California,3/26/2020,223,2,3/26/2020 16:51:06,y,https://www.sfdph.org/dph/alerts/coronavirus.asp,
06077,​San Joaquin,California,3/26/2020,83,3,3/26/2020 17:12:15,y,http://www.sjcphs.org/,
06079,San Luis Obispo​,California,3/26/2020,54,0,3/26/2020 16:52:04,y,https://www.emergencyslo.org/en/covid19.aspx,
06081,​San Mateo,California,3/26/2020,195,5,3/26/2020 16:52:25,y,https://www.smchealth.org/coronavirus,
06083,​Santa Barbara,California,3/26/2020,32,0,3/26/2020 17:14:24,y,https://publichealthsbc.org/status-reports/,
06085,​Santa Clara,California,3/26/2020,542,19,3/26/2020 17:14:46,y,https://www.sccgov.org/sites/phd/DiseaseInformation/novel-coronavirus/Pages/home.aspx,
06087,Santa Cruz​,California,3/26/2020,32,0,3/26/2020 16:53:24,y,https://www.santacruzhealth.org/HSAHome/HSADivisions/PublicHealth/CommunicableDiseaseControl/Coronavirus.aspx,
06089,​Shasta,California,3/26/2020,3,1,3/26/2020 16:54:08,y,https://www.co.shasta.ca.us/index/hhsa/health-safety/current-heath-concerns/coronavirus,
06091,​Sierra,California,3/26/2020,0,0,3/26/2020 16:54:33,y,http://sierracounty.ca.gov/582/Coronavirus-COVID-19,
06093,​Siskiyou,California,3/26/2020,3,0,3/26/2020 16:55:06,y,https://www.co.siskiyou.ca.us/publichealth,
06095,​Solano,California,3/26/2020,34,0,3/26/2020 16:55:35,y,http://www.solanocounty.com/depts/ph/ncov.asp,
06097,​Sonoma,California,3/26/2020,49,1,3/26/2020 16:56:45,y,https://socoemergency.org/emergency/novel-coronavirus/novel-coronavirus-in-sonoma-county/,
06099,​Stanislaus,California,3/26/2020,17,0,3/26/2020 16:57:16,y,http://www.schsa.org/PublicHealth/pages/corona-virus/,
06101,​Sutter,California,3/26/2020,2,0,3/26/2020 16:57:50,y,https://www.suttercounty.org/doc/government/depts/cao/em/coronavirus,
06103,​Tehama,California,3/26/2020,0,0,3/26/2020 17:01:11,y,https://www.tehamacohealthservices.net/services/communicable-diseases/#current-events,
06105,​Trinity,California,3/26/2020,0,0,3/26/2020 17:01:47,y,https://www.trinitycounty.org/coronavirus-updates,
06107,​Tulare,California,3/26/2020,20,0,3/26/2020 17:02:29,y,https://tchhsa.org/eng/index.cfm/public-health/covid-19-updates-novel-coronavirus/,
06109,​Tuolumne,California,3/26/2020,1,0,3/26/2020 17:03:26,y,https://www.tuolumnecounty.ca.gov/250/Public-Health,
06111,​Ventura,California,3/26/2020,61,1,3/26/2020 17:03:50,y,https://www.vcemergency.com/,
06113,​Yolo,California,3/26/2020,11,1,3/26/2020 17:04:14,y,https://www.yolocounty.org/health-human-services/adults/communicable-disease-investigation-and-control/novel-coronavirus-2019,
06115,Yuba,California,3/26/2020,3,0,3/26/2020 16:57:59,y,https://www.yuba.org/coronavirus/,
06001,​Alameda​,California,3/25/2020,135,2,3/25/2020 16:01:42,y,http://www.acphd.org/2019-ncov.aspx,This includes Berkeley
06003,​Alpine,California,3/25/2020,0,0,3/25/2020 16:01:46,y,http://alpinecountyca.gov/Index.aspx?NID=516,
06005,​Amador,California,3/25/2020,2,0,3/25/2020 16:01:42,y,https://www.amadorgov.org/services/public-health,
06007,​Butte,California,3/25/2020,4,0,3/25/2020 16:10:46,y,http://www.buttecounty.net/publichealth/Home/fbclid/IwAR3fSGcPIbTuP9oMALIinPe68ft2E_vscQm2hDlGwwyilvdXog7KZwY9vTw,
06009,​Calaveras,California,3/25/2020,2,0,3/25/2020 16:02:45,y,https://covid19.calaverasgov.us/,
06011,​Colusa,California,3/25/2020,0,0,3/25/2020 16:02:45,y,http://www.countyofcolusa.org/99/Public-Health,
06013,​Contra Costa,California,3/25/2020,108,1,3/25/2020 16:02:45,y,https://www.contracostahealth.org/,
06015,​Del Norte,California,3/25/2020,0,0,3/25/2020 16:02:45,y,http://www.co.del-norte.ca.us/departments/health-human-services/public-health,
06017,​El Dorado,California,3/25/2020,3,0,3/25/2020 16:02:45,y,https://www.edcgov.us/Government/hhsa/Pages/EDCCOVID-19.aspx,
06019,​Fresno,California,3/25/2020,19,0,3/25/2020 16:02:45,y,https://www.co.fresno.ca.us/departments/public-health/covid-19,
06021,​Glenn,California,3/25/2020,0,0,3/25/2020 16:02:45,y,https://www.countyofglenn.net/dept/health-human-services/public-health/covid-19,
06023,​Humboldt,California,3/25/2020,10,0,3/25/2020 18:45:41,y,https://humboldtgov.org/2018/Humboldt-Health-Alert,
06025,​Imperial,California,3/25/2020,9,0,3/25/2020 16:02:45,y,http://www.icphd.org/health-information-and-resources/healthy-facts/covid-19/,
06027,​Inyo,California,3/25/2020,1,0,3/25/2020 18:46:47,y,https://www.inyocounty.us/covid-19/local-updates,
06029,​Kern,California,3/25/2020,24,0,3/25/2020 16:02:45,y,https://kernpublichealth.com/2019-novel-coronavirus/,
06031,​Kings,California,3/25/2020,0,0,3/25/2020 18:47:35,y,https://www.countyofkings.com/departments/health-welfare/public-health/coronavirus-disease-2019-covid-19,
06033,​Lake,California,3/25/2020,0,0,3/25/2020 16:13:12,y,http://health.co.lake.ca.us/Coronavirus.htm,
06035,​Lassen,California,3/25/2020,0,0,3/25/2020 16:02:45,y,http://www.co.lassen.ca.us/dept/public-health/public-health,
06037,​Los Angeles,California,3/25/2020,799,13,3/25/2020 16:02:45,y,http://publichealth.lacounty.gov/media/Coronavirus/,
06039,​Madera,California,3/25/2020,7,0,3/25/2020 16:02:45,y,https://www.maderacounty.com/government/public-health/health-updates/corona-virus,
06041,​Marin,California,3/25/2020,60,0,3/25/2020 16:02:45,y,https://coronavirus.marinhhs.org/,
06043,​Mariposa,California,3/25/2020,0,0,3/25/2020 18:51:15,y,https://www.mariposacounty.org/1592/COVID-19-Information,
06045,​Mendocino,California,3/25/2020,2,0,3/25/2020 18:54:52,y,https://www.mendocinocounty.org/community/novel-coronavirus,
06047,​Merced,California,3/25/2020,2,0,3/25/2020 16:02:45,y,https://www.co.merced.ca.us/3350/Coronavirus-Disease-2019,
06049,​Modoc,California,3/25/2020,0,0,3/25/2020 16:02:45,y,https://www.facebook.com/pg/Modoc-County-Sheriffs-Office-153688004804447/posts/,
06051,​Mono,California,3/25/2020,4,0,3/25/2020 19:15:35,y,https://coronavirus.monocounty.ca.gov/,
06053,​Monterey,California,3/25/2020,24,1,3/25/2020 16:02:45,y,https://www.co.monterey.ca.us/government/departments-a-h/health/diseases/2019-novel-coronavirus-2019-ncov/2019-novel-coronavirus-2019-ncov-local-data,
06055,​Napa,California,3/25/2020,3,0,3/25/2020 16:02:45,y,https://www.countyofnapa.org/2770/Situation-Updates,
06057,​Nevada,California,3/25/2020,7,0,3/25/2020 16:02:45,y,https://www.mynevadacounty.com/2924/Coronavirus,
06059,​Orange,California,3/25/2020,187,1,3/25/2020 16:02:45,y,http://www.ochealthinfo.com/phs/about/epidasmt/epi/dip/prevention/novel_coronavirus,
06061,​Placer,California,3/25/2020,30,1,3/25/2020 19:14:15,y,https://www.placer.ca.gov/6448/Cases-in-Placer,
06063,​Plumas,California,3/25/2020,0,0,3/25/2020 19:34:31,y,https://www.plumascounty.us/2669/Novel-Coronavirus-2019-COVID-19,
06065,​Riverside,California,3/25/2020,107,8,3/25/2020 16:02:45,y,https://www.rivcoph.org/coronavirus,
06067,​Sacramento,California,3/25/2020,113,5,3/25/2020 16:02:45,y,https://www.saccounty.net/COVID-19/Pages/default.aspx,
06069,​San Benito,California,3/25/2020,9,1,3/25/2020 18:35:17,y,https://cosb.maps.arcgis.com/apps/opsdashboard/index.html#/1b049e2ea65043baafcf5361b5b07ddd,
06071,​San Bernardino,California,3/25/2020,54,2,3/25/2020 16:02:45,y,http://wp.sbcounty.gov/dph/coronavirus/,
06073,​San Diego,California,3/25/2020,297,2,3/25/2020 18:59:53,y,https://www.sandiegocounty.gov/content/sdc/hhsa/programs/phs/community_epidemiology/dc/2019-nCoV/status.html#Table,
06075,​San Francisco,California,3/25/2020,178,1,3/25/2020 19:01:05,y,https://www.sfdph.org/dph/alerts/coronavirus.asp,
06077,​San Joaquin,California,3/25/2020,71,3,3/25/2020 18:04:21,y,http://www.sjcphs.org/,
06079,San Luis Obispo​,California,3/25/2020,46,0,3/25/2020 16:02:45,y,https://www.emergencyslo.org/en/covid19.aspx,
06081,​San Mateo,California,3/25/2020,165,5,3/25/2020 16:02:45,y,https://www.smchealth.org/coronavirus,
06083,​Santa Barbara,California,3/25/2020,26,0,3/25/2020 16:02:45,y,https://publichealthsbc.org/status-reports/,
06085,​Santa Clara,California,3/25/2020,459,17,3/25/2020 16:02:45,y,https://www.sccgov.org/sites/phd/DiseaseInformation/novel-coronavirus/Pages/home.aspx,
06087,Santa Cruz​,California,3/25/2020,25,0,3/25/2020 19:06:03,y,https://www.santacruzhealth.org/HSAHome/HSADivisions/PublicHealth/CommunicableDiseaseControl/Coronavirus.aspx,
06089,​Shasta,California,3/25/2020,3,1,3/25/2020 16:02:45,y,https://www.co.shasta.ca.us/index/hhsa/health-safety/current-heath-concerns/coronavirus,
06091,​Sierra,California,3/25/2020,0,0,3/25/2020 16:02:45,y,http://sierracounty.ca.gov/582/Coronavirus-COVID-19,
06093,​Siskiyou,California,3/25/2020,3,0,3/25/2020 19:36:43,y,https://www.co.siskiyou.ca.us/publichealth,
06095,​Solano,California,3/25/2020,31,0,3/25/2020 16:02:45,y,http://www.solanocounty.com/depts/ph/ncov.asp,
06097,​Sonoma,California,3/25/2020,39,1,3/25/2020 16:02:45,y,https://socoemergency.org/emergency/novel-coronavirus/novel-coronavirus-in-sonoma-county/,
06099,​Stanislaus,California,3/25/2020,12,0,3/25/2020 20:56:00,y,http://www.schsa.org/PublicHealth/pages/corona-virus/,
06101,​Sutter,California,3/25/2020,2,0,,,,
06103,​Tehama,California,3/25/2020,0,0,3/25/2020 19:07:47,y,https://www.tehamacohealthservices.net/services/communicable-diseases/#current-events,
06105,​Trinity,California,3/25/2020,0,0,3/25/2020 19:10:08,y,https://www.trinitycounty.org/coronavirus-updates,
06107,​Tulare,California,3/25/2020,18,0,3/25/2020 16:02:45,y,https://tchhsa.org/eng/index.cfm/public-health/covid-19-updates-novel-coronavirus/,
06109,​Tuolumne,California,3/25/2020,0,0,3/25/2020 16:02:45,y,https://www.tuolumnecounty.ca.gov/250/Public-Health,
06111,​Ventura,California,3/25/2020,50,1,3/25/2020 16:02:45,y,https://www.vcemergency.com/,
06113,​Yolo,California,3/25/2020,11,1,3/25/2020 16:02:45,y,https://www.yolocounty.org/health-human-services/adults/communicable-disease-investigation-and-control/novel-coronavirus-2019,
06115,Yuba,California,3/25/2020,3,0,,,,
06001,​Alameda​,California,3/24/2020,135,2,3/25/2020 19:28:09,,,
06003,​Alpine,California,3/24/2020,0,0,3/25/2020 19:11:03,,,
06005,​Amador,California,3/24/2020,2,0,3/24/2020 16:08:24,,,
06007,​Butte,California,3/24/2020,4,0,3/24/2020 16:09:03,,,
06009,​Calaveras,California,3/24/2020,2,0,3/24/2020 16:10:10,,,
06011,​Colusa,California,3/24/2020,0,0,3/24/2020 16:12:38,,,
06013,​Contra Costa,California,3/24/2020,86,1,3/24/2020 16:16:24,,,
06015,​Del Norte,California,3/24/2020,0,0,3/24/2020 16:17:18,,,
06017,​El Dorado,California,3/24/2020,3,0,03/24/2020 16:18:36,,,
06019,​Fresno,California,3/24/2020,13,0,03/24/2020 16:20:17,,,
06021,​Glenn,California,3/24/2020,0,0,03/24/2020 16:20:51,,,
06023,​Humboldt,California,3/24/2020,4,0,03/24/3030 16:21:26,,,
06025,​Imperial,California,3/24/2020,6,0,03/24/2020 16:21:53,,,
06027,​Inyo,California,3/24/2020,0,0,3/24/2020 16:22:43,,,
06029,​Kern,California,3/24/2020,15,0,3/24/2020 16:25:40,,,
06031,​Kings,California,3/24/2020,0,0,3/24/3030 16:35:03,,,
06033,​Lake,California,3/24/2020,0,0,3/24/2020 16:41:54,,,
06035,​Lassen,California,3/24/2020,0,0,3/24/2020 16:48:38,,,
06037,​Los Angeles,California,3/24/2020,662,11,3/24/2020 20:25:20,,,
06039,​Madera,California,3/24/2020,6,0,3/24/3030 16:50:51,,,
06041,​Marin,California,3/24/2020,53,0,3/24/2020 16:51:15,,,
06043,​Mariposa,California,3/24/2020,0,0,3/24/2020 16:51:47,,,
06045,​Mendocino,California,3/24/2020,2,0,3/24/2020 19:05:59,,,
06047,​Merced,California,3/24/2020,1,0,3/24/2020 16:58:51,,,
06049,​Modoc,California,3/24/2020,0,0,3/24/2020 17:03:48,,,
06051,​Mono,California,3/24/2020,2,0,3/24/2020 17:04:38,,,
06053,​Monterey,California,3/24/2020,24,1,3/24/2020 17:05:29,,,
06055,​Napa,California,3/24/2020,2,0,3/24/2020 17:06:06,,,
06057,​Nevada,California,3/24/2020,4,0,3/24/3030 17:08:30,,,
06059,​Orange,California,3/24/2020,152,0,3/24/2020 17:09:24,,,
06061,​Placer,California,3/24/2020,26,1,3/24/2020 17:13:05,,,
06063,​Plumas,California,3/24/2020,0,0,3/24/2020 17:15:11,,,
06065,​Riverside,California,3/24/2020,59,6,03/24/2020 17:15:35,,,
06067,​Sacramento,California,3/24/2020,88,4,3/24/2020 17:16:19,,,
06069,​San Benito,California,3/24/2020,7,1,3/24/2020 17:17:16,,,
06071,​San Bernardino,California,3/24/2020,31,0,3/24/2020 17:17:43,,,
06073,​San Diego,California,3/24/2020,242,2,3/24/2020 17:18:31,,,
06075,​San Francisco,California,3/24/2020,152,0,3/24/2020 17:58:01,,,
06077,​San Joaquin,California,3/24/2020,60,2,3/24/2020 17:58:36,,,
06079,San Luis Obispo​,California,3/24/2020,42,0,3/24/2020 17:58:59,,,
06081,​San Mateo,California,3/24/2020,161,1,3/24/2020 17:59:26,,,
06083,​Santa Barbara,California,3/24/2020,18,0,3/24/2020 18:01:43,,,
06085,​Santa Clara,California,3/24/2020,375,16,3/24/2020 18:04:43,,,
06087,Santa Cruz​,California,3/24/2020,24,0,03/24/2020 18:05:37,,,
06089,​Shasta,California,3/24/2020,3,0,03/24/2020 18:11:40,,,
06091,​Sierra,California,3/24/2020,0,0,03/24/2020 18:12:39,,,
06093,​Siskiyou,California,3/24/2020,3,0,3/24/2020 18:13:16,,,
06095,​Solano,California,3/24/2020,24,0,3/24/2020 18:13:45,,,
06097,​Sonoma,California,3/24/2020,37,1,3/24/2020 18:14:20,,,
06099,​Stanislaus,California,3/24/2020,11,0,3/24/2020 18:14:51,,,
06101,​Sutter,California,3/24/2020,0,0,,,,
06103,​Tehama,California,3/24/2020,0,0,3/24/2020 18:16:52,,,
06105,​Trinity,California,3/24/2020,0,0,3/24/2020 18:56:42,,,
06107,​Tulare,California,3/24/2020,16,0,3/24/20 18:58:41,,,
06109,​Tuolumne,California,3/24/2020,0,0,3/24/2020 19:01:45,,,
06111,​Ventura,California,3/24/2020,35,1,3/24/2020 19:02:34,,,
06113,​Yolo,California,3/24/2020,10,1,3/24/2020 19:03:16,,,
06115,Yuba,California,3/24/2020,3,0,,,,
06001,​Alameda​,California,3/23/2020,122,1,3/24/2020 19:04:10,,,
06003,​Alpine,California,3/23/2020,0,0,3/24/2020 19:04:54,,,
06005,​Amador,California,3/23/2020,2,0,3/23/2020 13:25:00,,,
06007,​Butte,California,3/23/2020,3,0,,,,
06009,​Calaveras,California,3/23/2020,2,0,3/23/2020 13:50:23,,,
06011,​Colusa,California,3/23/2020,0,0,3/23/2020 22:17:03,,,
06013,​Contra Costa,California,3/23/2020,71,1,3/23/2020 14:17:02,,,
06015,​Del Norte,California,3/23/2020,0,0,,,,
06017,​El Dorado,California,3/23/2020,2,0,3/23/2020 13:25:00,,,
06019,​Fresno,California,3/23/2020,13,0,,,,
06021,​Glenn,California,3/23/2020,0,0,3/23/2020 13:50:55,,,
06023,​Humboldt,California,3/23/2020,2,0,3/23/2020 22:14:34,,,
06025,​Imperial,California,3/23/2020,6,0,,,,
06027,​Inyo,California,3/23/2020,0,0,3/23/2020 13:51:26,,,
06029,​Kern,California,3/23/2020,13,0,3/23/2020 13:52:20,,,
06031,​Kings,California,3/23/2020,0,0,,,,
06033,​Lake,California,3/23/2020,0,0,3/23/2020 18:33:47,,,PDF 'dashboard' posted 4 p.m. or later daily
06035,​Lassen,California,3/23/2020,0,0,,,,
06037,​Los Angeles,California,3/23/2020,536,7,3/23/2020 21:59:20,,,
06039,​Madera,California,3/23/2020,5,0,,,,
06041,​Marin,California,3/23/2020,47,0,3/23/2020 13:59:23,,,
06043,​Mariposa,California,3/23/2020,0,0,3/23/2020 13:55:41,,,
06045,​Mendocino,California,3/23/2020,1,0,3/23/2020 21:41:48,,,
06047,​Merced,California,3/23/2020,1,0,,,,
06049,​Modoc,California,3/23/2020,0,0,3/23/2020 13:56:19,,,
06051,​Mono,California,3/23/2020,0,0,3/23/2020 21:54:44,,,
06053,​Monterey,California,3/23/2020,20,1,,,,
06055,​Napa,California,3/23/2020,2,0,,,,
06057,​Nevada,California,3/23/2020,3,0,3/23/2020 23:58:24,,,
06059,​Orange,California,3/23/2020,125,0,3/23/2020 13:57:22,,,
06061,​Placer,California,3/23/2020,20,1,3/23/2020 15:25:57,,,
06063,​Plumas,California,3/23/2020,0,0,3/23/2020 13:4,,,
06065,​Riverside,California,3/23/2020,48,6,3/23/2020 14:00:01,,,
06067,​Sacramento,California,3/23/2020,88,4,,,,
06069,​San Benito,California,3/23/2020,6,1,3/23/2020 15:14:21,,,
06071,​San Bernardino,California,3/23/2020,17,0,3/23/2020 13:42:00,,,
06073,​San Diego,California,3/23/2020,230,1,3/23/2020 14:00:56,,,
06075,​San Francisco,California,3/23/2020,131,0,3/23/2020 14:01:18,,,
06077,​San Joaquin,California,3/23/2020,51,2,3/23/2020 18:24:34,,,
06079,San Luis Obispo​,California,3/23/2020,33,0,3/23/2020 13:25:00,,,
06081,​San Mateo,California,3/23/2020,142,1,3/23/2020 18:24:03,,,
06083,​Santa Barbara,California,3/23/2020,18,0,3/23/2020 14:02:53,,,
06085,​Santa Clara,California,3/23/2020,321,13,3/23/2020 13:25:00,,,
06087,Santa Cruz​,California,3/23/2020,22,0,3/23/2020 14:03:27,,,
06089,​Shasta,California,3/23/2020,3,0,3/23/2020 17:11:43,,,
06091,​Sierra,California,3/23/2020,0,0,3/23/2020 14:03:49,,,
06093,​Siskiyou,California,3/23/2020,3,0,3/23/2020 21:48:22,,,
06095,​Solano,California,3/23/2020,21,0,,,,
06097,​Sonoma,California,3/23/2020,29,1,3/23/2020 21:47:29,,,
06099,​Stanislaus,California,3/23/2020,10,0,3/23/2020 18:24:11,,,
06101,​Sutter,California,3/23/2020,0,0,,,,
06103,​Tehama,California,3/23/2020,0,0,3/23/2020 21:47:07,,,
06105,​Trinity,California,3/23/2020,0,0,,,,
06107,​Tulare,California,3/23/2020,16,0,,,,
06109,​Tuolumne,California,3/23/2020,0,0,,,,
06111,​Ventura,California,3/23/2020,35,1,3/23/2020 14:08:45,,,
06113,​Yolo,California,3/23/2020,8,1,,,,
06115,Yuba,California,3/23/2020,3,0,,,,
06001,​Alameda​,California,3/22/2020,112,0,3/23/2020 18:30:16,,,
06003,​Alpine,California,3/22/2020,0,0,3/23/2020 21:43:18,,,
06005,​Amador,California,3/22/2020,2,0,,,,
06007,​Butte,California,3/22/2020,2,0,,,,
06009,​Calaveras,California,3/22/2020,2,0,,,,
06011,​Colusa,California,3/22/2020,0,0,,,,
06013,​Contra Costa,California,3/22/2020,61,1,,,,
06015,​Del Norte,California,3/22/2020,0,0,,,,
06017,​El Dorado,California,3/22/2020,2,0,,,,
06019,​Fresno,California,3/22/2020,6,0,,,,
06021,​Glenn,California,3/22/2020,0,0,,,,
06023,​Humboldt,California,3/22/2020,1,0,,,,
06025,​Imperial,California,3/22/2020,6,0,,,,
06027,​Inyo,California,3/22/2020,0,0,,,,
06029,​Kern,California,3/22/2020,5,0,,,,
06031,​Kings,California,3/22/2020,0,0,,,,
06033,​Lake,California,3/22/2020,0,0,,,,
06035,​Lassen,California,3/22/2020,0,0,,,,
06037,​Los Angeles,California,3/22/2020,409,5,,,,
06039,​Madera,California,3/22/2020,2,0,,,,
06041,​Marin,California,3/22/2020,38,0,,,,
06043,​Mariposa,California,3/22/2020,0,0,,,,
06045,​Mendocino,California,3/22/2020,1,0,,,,
06047,​Merced,California,3/22/2020,1,0,,,,
06049,​Modoc,California,3/22/2020,0,0,,,,
06051,​Mono,California,3/22/2020,1,0,,,,
06053,​Monterey,California,3/22/2020,5,0,,,,
06055,​Napa,California,3/22/2020,2,0,,,,
06057,​Nevada,California,3/22/2020,1,0,,,,
06059,​Orange,California,3/22/2020,95,0,,,,
06061,​Placer,California,3/22/2020,12,1,,,,
06063,​Plumas,California,3/22/2020,0,0,,,,
06065,​Riverside,California,3/22/2020,45,6,,,,
06067,​Sacramento,California,3/22/2020,53,3,,,,
06069,​San Benito,California,3/22/2020,6,1,,,,
06071,​San Bernardino,California,3/22/2020,17,0,,,,
06073,​San Diego,California,3/22/2020,194,0,,,,
06075,​San Francisco,California,3/22/2020,108,0,,,,
06077,​San Joaquin,California,3/22/2020,41,2,,,,
06079,San Luis Obispo​,California,3/22/2020,27,0,,,,
06081,​San Mateo,California,3/22/2020,117,1,,,,
06083,​Santa Barbara,California,3/22/2020,18,0,,,,
06085,​Santa Clara,California,3/22/2020,302,10,,,,
06087,Santa Cruz​,California,3/22/2020,15,0,,,,
06089,​Shasta,California,3/22/2020,2,0,,,,
06091,​Sierra,California,3/22/2020,0,0,,,,
06093,​Siskiyou,California,3/22/2020,2,0,,,,
06095,​Solano,California,3/22/2020,14,0,,,,
06097,​Sonoma,California,3/22/2020,25,1,,,,
06099,​Stanislaus,California,3/22/2020,8,0,,,,
06101,​Sutter,California,3/22/2020,0,0,,,,
06103,​Tehama,California,3/22/2020,0,0,,,,
06105,​Trinity,California,3/22/2020,0,0,,,,
06107,​Tulare,California,3/22/2020,12,0,,,,
06109,​Tuolumne,California,3/22/2020,0,0,,,,
06111,​Ventura,California,3/22/2020,30,1,,,,
06113,​Yolo,California,3/22/2020,6,1,,,,
06115,Yuba,California,3/22/2020,3,0,,,,
06001,​Alameda​,California,3/21/2020,71,0,,,,
06003,​Alpine,California,3/21/2020,0,0,,,,
06005,​Amador,California,3/21/2020,2,0,,,,
06007,​Butte,California,3/21/2020,1,0,,,,
06009,​Calaveras,California,3/21/2020,2,0,,,,
06011,​Colusa,California,3/21/2020,0,0,,,,
06013,​Contra Costa,California,3/21/2020,51,1,,,,
06015,​Del Norte,California,3/21/2020,0,0,,,,
